Wilayah;Kecamatan;Nama Faskes (Rumah Sakit dan Puskesmas);Jenis Penyakit;Januari;Februari;Maret;April;Mei;Juni;Juli;Agustus;September;Oktober;November
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Kehamilan dan kelahiran;6;31;35;17;12;15;13;10;24;13;5
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Keadaan yang berasal dari periode perinatal;2;18;4;0;3;3;0;3;2;3;0
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Malformasi kongenital, deformasi dan kelainan chromosom;3;55;5;0;1;3;0;0;2;2;1
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;41;86;174;34;44;28;35;37;34;56;44
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Keracunan, cedera dan beberapa penyebab yang dari luar;21;599;58;15;7;14;13;27;18;18;14
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyebab morbiditas dan kematian eksternal;0;445;1;0;0;0;0;0;0;0;1
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;320;104;968;239;398;350;254;319;301;300;308
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit Infeksi dan parasit;169;140;536;155;208;131;148;218;211;198;151
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Neoplasma;14;41;59;16;35;17;25;38;14;18;14
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;12;0;22;12;7;4;5;4;6;5;6
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Endokrin, nutrisi dan gangguan metabolik;89;136;341;125;141;122;128;119;128;166;100
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Gangguan jiwa dan perilaku;14;55;46;16;18;10;14;21;18;32;14
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit yang mengenai sistem syaraf;9;223;50;32;34;41;34;39;37;47;25
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit mata dan adnexa;75;67;237;53;123;92;118;116;127;120;116
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit telinga dan mastoid;41;2;133;41;37;42;38;59;42;36;27
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem sirkulasi;78;0;297;108;147;111;131;115;138;147;95
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem pernafasan;482;43;1.577;529;610;450;535;906;845;706;510
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem pencernaan;493;3;1.424;374;588;483;546;592;559;618;508
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada kulit dan jaringan subcutaneous;122;6;369;115;141;115;136;148;143;158;132
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem musculoskletal;206;57;671;155;233;193;238;247;254;274;158
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyakit pada sistem saluran kemih dan genital;40;22;124;47;62;38;36;56;45;49;37
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Kehamilan dan kelahiran;8;48;27;8;15;10;7;8;4;8;11
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Keadaan yang berasal dari periode perinatal;2;201;12;3;9;2;6;3;0;4;1
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Malformasi kongenital, deformasi dan kelainan chromosom;1;392;4;2;3;2;5;0;2;1;0
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;171;36;579;182;184;182;172;197;233;329;247
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Keracunan, cedera dan beberapa penyebab yang dari luar;45;112;121;40;51;32;55;59;52;57;37
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Penyebab morbiditas dan kematian eksternal;3;8;4;1;1;1;1;3;2;0;1
Surabaya Selatan;Sawahan;Puskesmas Sawahan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;443;1;1.338;345;571;561;690;608;536;578;664
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit Infeksi dan parasit;118;51;341;84;176;144;147;164;186;264;249
Surabaya Barat;Benowo;Puskesmas Sememi;Neoplasma;16;11;60;13;30;25;32;25;26;30;45
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2;327;9;3;12;14;8;12;9;6;11
Surabaya Barat;Benowo;Puskesmas Sememi;Endokrin, nutrisi dan gangguan metabolik;92;127;258;41;138;124;175;152;203;131;173
Surabaya Barat;Benowo;Puskesmas Sememi;Gangguan jiwa dan perilaku;20;12;57;11;23;27;21;34;21;23;19
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit yang mengenai sistem syaraf;34;0;89;21;39;50;58;51;66;74;73
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit mata dan adnexa;46;88;130;36;55;40;43;48;49;60;63
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit telinga dan mastoid;42;14;128;30;68;47;66;63;72;98;140
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem sirkulasi;50;18;200;43;119;95;99;124;183;137;143
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem pernafasan;208;69;775;181;424;314;287;558;636;427;554
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem pencernaan;573;32;1.625;420;605;535;612;619;596;693;843
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada kulit dan jaringan subcutaneous;73;88;256;72;162;111;177;175;177;193;222
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem musculoskletal;153;386;366;63;183;142;216;203;191;252;265
Surabaya Barat;Benowo;Puskesmas Sememi;Penyakit pada sistem saluran kemih dan genital;46;318;155;41;95;63;61;102;88;110;141
Surabaya Barat;Benowo;Puskesmas Sememi;Kehamilan dan kelahiran;40;111;100;27;39;28;36;30;21;27;43
Surabaya Barat;Benowo;Puskesmas Sememi;Keadaan yang berasal dari periode perinatal;3;196;7;4;2;4;8;5;0;11;5
Surabaya Barat;Benowo;Puskesmas Sememi;Malformasi kongenital, deformasi dan kelainan chromosom;1;30;2;2;4;5;4;2;1;1;4
Surabaya Barat;Benowo;Puskesmas Sememi;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;132;2;377;102;260;234;300;438;333;267;302
Surabaya Barat;Benowo;Puskesmas Sememi;Keracunan, cedera dan beberapa penyebab yang dari luar;38;130;109;33;77;54;66;80;71;90;89
Surabaya Barat;Benowo;Puskesmas Sememi;Penyebab morbiditas dan kematian eksternal;1;30;4;2;1;0;1;2;6;5;9
Surabaya Barat;Benowo;Puskesmas Sememi;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;810;301;2.276;801;1.222;909;1.241;1.350;1.399;1.673;2.256
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit Infeksi dan parasit;146;278;446;140;150;131;121;156;135;140;203
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Neoplasma;18;19;34;14;18;14;12;11;9;17;19
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1;14;13;4;2;4;1;1;7;5;4
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Endokrin, nutrisi dan gangguan metabolik;55;156;257;103;115;124;93;145;99;113;161
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Gangguan jiwa dan perilaku;10;34;30;9;6;5;7;3;15;8;5
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit yang mengenai sistem syaraf;17;36;54;21;26;20;21;20;25;21;29
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit mata dan adnexa;146;20;385;71;128;127;114;118;113;125;87
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit telinga dan mastoid;60;69;160;37;63;53;47;61;52;81;74
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem sirkulasi;63;171;188;64;77;69;53;71;61;65;71
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem pernafasan;400;655;1.290;431;508;402;408;742;729;628;466
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem pencernaan;261;516;849;250;392;315;370;375;396;435;515
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada kulit dan jaringan subcutaneous;109;138;352;94;148;110;122;151;117;124;170
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem musculoskletal;169;252;514;129;271;172;190;194;188;202;212
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyakit pada sistem saluran kemih dan genital;31;37;98;23;36;24;37;41;29;34;49
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Kehamilan dan kelahiran;6;2;26;9;9;10;13;7;7;10;8
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Keadaan yang berasal dari periode perinatal;2;152;6;2;2;2;5;4;4;3;4
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Malformasi kongenital, deformasi dan kelainan chromosom;3;45;4;1;1;0;3;0;0;0;1
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;134;765;426;89;181;131;129;171;136;144;150
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Keracunan, cedera dan beberapa penyebab yang dari luar;49;90;134;44;47;40;54;72;48;67;51
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Penyebab morbiditas dan kematian eksternal;0;8;0;0;0;0;1;0;0;0;0
Surabaya Selatan;Wonocolo;Puskesmas Sidosermo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;275;6;662;180;280;200;279;257;134;230;136
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit Infeksi dan parasit;341;43;926;200;320;235;238;207;152;203;139
Surabaya Utara;Semampir;Puskesmas Sidotopo;Neoplasma;13;4;62;15;32;24;28;22;19;15;19
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;22;23;69;5;16;12;8;11;10;22;26
Surabaya Utara;Semampir;Puskesmas Sidotopo;Endokrin, nutrisi dan gangguan metabolik;89;59;248;46;84;68;81;75;54;62;62
Surabaya Utara;Semampir;Puskesmas Sidotopo;Gangguan jiwa dan perilaku;11;29;47;8;13;11;10;14;12;8;14
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit yang mengenai sistem syaraf;38;31;94;13;25;14;17;16;23;18;23
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit mata dan adnexa;69;202;190;54;106;63;73;51;57;69;68
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit telinga dan mastoid;99;359;317;57;89;65;72;46;65;48;36
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem sirkulasi;135;61;326;66;108;125;104;121;68;115;69
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem pernafasan;924;46;2.813;705;887;873;766;883;694;789;358
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem pencernaan;517;22;1.422;282;482;446;455;450;409;486;421
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada kulit dan jaringan subcutaneous;256;0;746;186;254;201;202;179;128;186;149
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem musculoskletal;337;113;976;189;311;336;266;231;172;184;170
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyakit pada sistem saluran kemih dan genital;73;26;181;25;56;52;61;51;35;50;33
Surabaya Utara;Semampir;Puskesmas Sidotopo;Kehamilan dan kelahiran;23;347;78;18;35;19;32;23;26;30;25
Surabaya Utara;Semampir;Puskesmas Sidotopo;Keadaan yang berasal dari periode perinatal;3;122;8;2;3;4;3;2;1;1;4
Surabaya Utara;Semampir;Puskesmas Sidotopo;Malformasi kongenital, deformasi dan kelainan chromosom;6;8;8;2;1;1;3;3;4;5;2
Surabaya Utara;Semampir;Puskesmas Sidotopo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;225;5;700;125;261;194;184;156;121;166;123
Surabaya Utara;Semampir;Puskesmas Sidotopo;Keracunan, cedera dan beberapa penyebab yang dari luar;53;81;160;44;74;58;56;46;38;55;35
Surabaya Utara;Semampir;Puskesmas Sidotopo;Penyebab morbiditas dan kematian eksternal;1;8;4;0;1;0;1;1;0;0;1
Surabaya Utara;Semampir;Puskesmas Sidotopo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;988;36;1.803;138;304;305;317;445;434;855;333
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit Infeksi dan parasit;235;89;735;241;333;273;254;220;209;287;244
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Neoplasma;23;44;54;24;31;25;18;19;16;17;17
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3;139;6;2;3;2;1;1;2;4;4
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Endokrin, nutrisi dan gangguan metabolik;72;412;292;95;146;122;142;97;79;75;76
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Gangguan jiwa dan perilaku;14;383;100;17;31;18;8;12;13;10;9
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit yang mengenai sistem syaraf;14;92;66;31;42;8;16;13;15;30;18
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit mata dan adnexa;115;147;307;51;88;62;60;90;70;92;83
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit telinga dan mastoid;31;22;126;47;95;63;68;36;33;50;47
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem sirkulasi;57;1;250;104;79;75;86;87;66;83;54
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem pernafasan;360;88;1.532;574;657;601;673;609;555;430;321
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem pencernaan;617;56;1.842;503;757;567;659;638;641;783;613
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada kulit dan jaringan subcutaneous;72;517;316;135;187;135;138;99;83;108;101
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem musculoskletal;167;151;702;221;400;318;344;199;194;194;185
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyakit pada sistem saluran kemih dan genital;36;14;119;31;49;40;55;42;41;53;54
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Kehamilan dan kelahiran;45;2;121;49;75;59;78;96;71;81;70
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Keadaan yang berasal dari periode perinatal;9;62;16;5;6;3;7;4;12;17;13
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Malformasi kongenital, deformasi dan kelainan chromosom;3;14;12;3;9;3;5;4;2;5;5
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;158;22;560;172;245;214;233;201;160;169;138
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Keracunan, cedera dan beberapa penyebab yang dari luar;31;50;124;43;49;50;56;45;48;56;63
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Penyebab morbiditas dan kematian eksternal;0;51;2;3;2;0;3;0;0;0;2
Surabaya Utara;Kenjeran;Puskesmas Sidotopo Wetan;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;758;61;2.295;733;1.048;945;951;784;805;854;733
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit Infeksi dan parasit;340;506;1.028;221;353;271;318;339;326;356;308
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Neoplasma;13;190;41;9;2;12;5;8;10;12;14
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5;81;11;2;1;4;2;2;5;7;8
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Endokrin, nutrisi dan gangguan metabolik;194;101;503;85;138;113;109;135;110;94;107
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Gangguan jiwa dan perilaku;15;36;91;29;7;16;30;18;15;19;16
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit yang mengenai sistem syaraf;37;0;92;16;16;8;14;19;17;14;20
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit mata dan adnexa;115;104;306;55;92;83;119;85;55;85;80
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit telinga dan mastoid;65;40;195;39;82;34;57;61;61;65;62
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem sirkulasi;308;453;750;77;146;121;129;118;73;97;83
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem pernafasan;829;123;2.542;586;893;780;848;1.085;997;889;740
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem pencernaan;490;11;1.412;363;478;437;490;553;500;503;530
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada kulit dan jaringan subcutaneous;166;3;525;103;213;186;226;238;202;289;282
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem musculoskletal;356;36;941;165;288;232;261;270;232;295;261
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyakit pada sistem saluran kemih dan genital;36;25;117;28;52;24;38;40;43;39;36
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Kehamilan dan kelahiran;5;59;14;3;4;6;5;7;4;9;6
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Keadaan yang berasal dari periode perinatal;2;51;10;0;3;2;2;3;5;3;3
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Malformasi kongenital, deformasi dan kelainan chromosom;4;69;9;0;3;2;3;1;3;1;1
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;100;51;267;65;96;55;63;110;112;117;117
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Keracunan, cedera dan beberapa penyebab yang dari luar;39;619;123;20;25;31;48;43;34;36;31
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Penyebab morbiditas dan kematian eksternal;0;535;4;0;1;0;2;0;0;1;3
Surabaya Pusat;Simokerto;Puskesmas Simolawang;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;549;154;1.428;404;812;561;614;610;507;635;587
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit Infeksi dan parasit;277;165;752;175;258;198;216;188;206;172;164
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Neoplasma;14;38;52;16;17;25;25;13;12;15;11
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;3;0;8;2;4;4;3;0;3;4;3
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Endokrin, nutrisi dan gangguan metabolik;100;63;319;87;153;166;133;104;97;100;44
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Gangguan jiwa dan perilaku;16;77;49;6;14;9;17;9;5;13;8
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit yang mengenai sistem syaraf;55;551;145;28;26;29;28;25;40;59;40
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit mata dan adnexa;57;82;192;51;68;51;47;71;51;75;69
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit telinga dan mastoid;85;5;294;80;125;83;102;70;63;48;53
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem sirkulasi;91;0;329;88;158;146;118;111;102;95;34
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem pernafasan;763;29;2.474;665;823;740;728;951;856;572;475
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem pencernaan;606;8;1.908;559;609;583;665;625;579;663;700
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada kulit dan jaringan subcutaneous;154;16;446;100;156;131;152;117;116;116;132
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem musculoskletal;203;70;708;166;321;276;262;254;237;189;183
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyakit pada sistem saluran kemih dan genital;58;28;164;23;61;52;38;38;41;36;48
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Kehamilan dan kelahiran;21;27;80;22;21;20;18;27;24;20;29
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Keadaan yang berasal dari periode perinatal;4;220;17;2;4;4;5;5;3;5;3
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Malformasi kongenital, deformasi dan kelainan chromosom;4;271;6;1;0;3;2;1;0;1;3
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;128;58;483;143;138;119;174;136;125;89;75
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Keracunan, cedera dan beberapa penyebab yang dari luar;114;122;289;78;81;89;73;89;66;59;54
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Penyebab morbiditas dan kematian eksternal;1;23;5;2;-1;2;0;2;0;1;3
Surabaya Barat;Sukomanunggal;Puskesmas Simomulyo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;492;1;1.447;366;587;592;651;524;538;1.127;699
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit Infeksi dan parasit;163;100;548;169;231;163;168;171;185;168;173
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Neoplasma;5;20;38;6;14;17;19;15;10;16;10
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4;167;13;0;1;1;3;3;7;2;2
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Endokrin, nutrisi dan gangguan metabolik;83;340;197;29;50;48;80;66;35;33;76
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Gangguan jiwa dan perilaku;34;21;110;20;22;18;25;24;28;47;18
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit yang mengenai sistem syaraf;30;10;99;19;24;15;27;48;31;31;27
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit mata dan adnexa;18;57;55;18;13;8;13;15;10;13;10
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit telinga dan mastoid;60;17;190;43;65;62;54;39;35;68;76
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem sirkulasi;127;49;279;45;67;70;52;60;43;54;68
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem pernafasan;523;0;1.853;553;650;544;615;999;935;979;627
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem pencernaan;502;66;1.485;376;541;471;468;552;534;589;527
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada kulit dan jaringan subcutaneous;95;76;315;86;138;128;127;144;134;149;156
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem musculoskletal;125;816;407;86;135;103;119;123;154;135;125
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyakit pada sistem saluran kemih dan genital;60;629;164;26;42;34;39;46;41;47;57
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Kehamilan dan kelahiran;3;131;16;5;3;5;5;7;7;5;1
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Keadaan yang berasal dari periode perinatal;1;258;1;0;0;0;1;0;2;2;0
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Malformasi kongenital, deformasi dan kelainan chromosom;4;64;8;2;1;3;0;2;4;1;2
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;99;2;355;85;163;114;128;167;175;123;124
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Keracunan, cedera dan beberapa penyebab yang dari luar;50;109;169;38;70;60;56;80;80;74;60
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Penyebab morbiditas dan kematian eksternal;2;40;3;1;2;2;2;0;0;4;3
Surabaya Selatan;Wonocolo;Puskesmas Siwalankerto;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;328;349;784;143;230;241;318;341;262;277;228
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit Infeksi dan parasit;67;67;215;62;66;41;47;25;73;44;64
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Neoplasma;3;3;7;1;4;1;2;1;6;4;4
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2;2;4;0;1;1;1;2;2;0;0
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Endokrin, nutrisi dan gangguan metabolik;48;48;155;37;48;14;30;17;29;31;30
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Gangguan jiwa dan perilaku;1;1;7;0;1;0;3;0;2;2;2
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit yang mengenai sistem syaraf;5;5;16;4;8;1;0;0;5;1;3
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit mata dan adnexa;62;62;171;32;58;56;63;51;47;72;62
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit telinga dan mastoid;20;20;61;19;23;4;11;7;17;10;18
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem sirkulasi;59;59;177;44;33;15;28;23;35;31;39
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem pernafasan;197;197;614;182;173;105;185;260;208;113;118
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem pencernaan;366;366;1.152;276;404;289;360;350;356;342;325
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada kulit dan jaringan subcutaneous;44;44;124;41;36;29;45;27;27;7;26
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem musculoskletal;126;126;362;71;86;57;95;75;63;38;56
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Penyakit pada sistem saluran kemih dan genital;19;19;37;9;9;5;4;7;11;1;15
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Kehamilan dan kelahiran;1;1;4;1;1;0;2;1;2;1;1
Surabaya Utara;Kenjeran;Puskesmas Tambak Wedi;Keadaan yang berasal dari periode perinatal;1;1;2;0;1;1;0;0;0;2;2
